Title,Keys Found,Field Matches
"Flat to rent2+kk • 44 m² without real estateHolečkova, Prague - Smíchov",[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
House for sale• 467 m² without real estateLudwigstraße Neuötting Neuötting Bayern 84524,[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
"House for sale4+1 • 236 m² without real estateKuroslepy - Kuroslepy, Vysočina Region",[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
Flat to rent• 14 m² without real estateSpengergasse 27 Wien 5. Bezirk Wien 1050,[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
"Flat for sale4+1 • 92 m² without real estate, Baden-Württemberg",[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
"Flat to rent2 bedroom • 75 m² without real estate, Rhineland-Palatinate",[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
"Flat to rent2+kk • 42 m² without real estateTylova, Kutná Hora - Kutná Hora, Středočeský Region","['Listing ID', 'Layout', 'Available from', 'Building construction', 'Heating', 'Price per unit', 'Užitná plocha', 'Location', 'Condition', 'EPC', 'Reconstruction']","{'Layout': 'Layout', 'Floor': '❌ No match', 'Užitná plocha': 'Užitná plocha', 'Condition': 'Condition', 'Building construction': 'Building construction', 'EPC': 'EPC', 'Location': 'Location', 'Price per unit': 'Price per unit'}"
Garage to rent• 15 m² without real estatePrague - Stodůlky,[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
Flat for sale3+1 • 105 m² without real estateWängle Winkl Tirol 6610,[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
"Plot for sale• 1728 m² without real estateNěmčice - Němčice u Kolína, Středočeský Region",[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
"House for sale5+1 • 142 m² without real estateFeldgasse 7a, , Schleswig-Holstein",[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
Commercial property to rent• 15 m² without real estateAm Containerbahnhof 1 Berlin Friedrichsfelde Berlin 10367,[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
"House for sale5+kk • 174 m² without real estate, Lower Saxony",[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
"Flat to rent2 bedroom • 54 m² without real estateOkružní, Havířov - Šumbark, Moravskoslezský Region",[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
"Flat for sale3+kk • 106 m² without real estatePod Karlovem, Prague - Vinohrady",[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
"Flat for sale4+kk • 100 m² without real estateLitická, Prague - Dolní Chabry",[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
"Flat to rent• 75 m² without real estatePlzeňská, Prague - Smíchov",[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
"Flat for sale3+1 • 76 m² without real estate, Baden-Württemberg",[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
"Flat to rent• 90 m² without real estateGrafická, Prague - Smíchov",[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
Flat to rent2 bedroom • 46 m² without real estateBerlin Wilhelmstadt Berlin 13593,[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
"Flat for sale2+kk • 45 m² without real estateTatarkova, Prague - Háje",[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
"Flat to rentStudio • 25 m² without real estateLegerova, Prague - Nové Město",[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
Flat for sale4+1 • 130 m² without real estatePerchtoldsdorf Perchtoldsdorf Niederösterreich 2380,[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
"Flat for sale3+kk • 109 m² without real estateNa Výšinách, Prague - Bubeneč",[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
"Flat to rentStudio • 20 m² without real estatePastrnkova, Brno - Zábrdovice, Jihomoravský Region",[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
"Flat to rentSmall studio • 21 m² without real estateChaloupkova, Brno - Královo Pole, Jihomoravský Region",[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
"Plot for sale• 13569 m² without real estateBřasy - Vranovice u Břas, Plzeňský Region",[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
"Flat for sale2+kk • 51 m² without real estatePlk. Rajmunda Prchaly, Ostrava - Poruba-sever, Moravskoslezský Region",[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
"House for sale5+kk • 226 m² without real estateU Sadaře, Vysoký Újezd - Kuchař, Středočeský Region",[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
"Flat to rentStudio • 34 m² without real estateNepilova, Beroun - Beroun, Středočeský Region",[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
"Plot for sale• 10491 m² without real estateBrodce - Brodce nad Jizerou, Středočeský Region",[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
"Plot for sale• 1092 m² without real estateŘídký - Řídký, Pardubický Region",[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
"Plot for sale• 7776 m² without real estateOsek - Malá Turná, Jihočeský Region",[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
"Plot for sale• 16858 m² without real estatePísek - Smrkovice, Jihočeský Region",[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
Flat to rent3+1 • 101 m² without real estateWien 2. Bezirk Wien 1020,[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
"Flat for sale2 bedroom • 87 m² without real estateHinter der Feldstraße 7, , Schleswig-Holstein",[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
"Flat to rentSmall studio • 24 m² without real estateKosatcová, Brno - Lesná, Jihomoravský Region",[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
"House for sale4+kk • 110 m² without real estateK Parku, Nupaky - Nupaky, Středočeský Region",[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
Flat for sale3+1 • 58 m² without real estateDenisgasse 40 Wien 20. Bezirk Wien 1200,[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
"Garage to rent• 18 m² without real estateBieblova, Prague - Smíchov",[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
"Flat to rent2 bedroom • 92 m² without real estate, North Rhine-Westphalia",[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
"Plot for sale• 37178 m² without real estateToužim - Kojšovice, Karlovarský Region",[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
"Flat to rent3 bedroom • 65 m² without real estatePetržalka - Háje, Bratislavský Region",[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
"Plot for sale• 1003 m² without real estateČeladná - Čeladná, Moravskoslezský Region",[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
"Flat to rentStudio • 37 m² without real estateRiegrova, České Budějovice - České Budějovice 3, Jihočeský Region",[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
"Plot for sale• 6141 m² without real estateProtivín - Protivín, Jihočeský Region",[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
Flat for sale3+1 • 91 m² without real estateUnterletzen 13e Pflach Unterletzen Tirol 6600,[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
Garage for salewithout real estateHofherrgasse 4 Wien 10. Bezirk Wien 1100,[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
Flat for sale3+1 • 88 m² without real estateZellstrasse 17 Trier Süd Rheinland-Pfalz 54290,[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
"Flat to rent2 bedroom • 78 m² without real estateKarlovo náměstí, Prague - Nové Město",[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
Flat for sale5+1 • 129 m² without real estateMarienstraße Köln Ehrenfeld Nordrhein-Westfalen 50825,[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
"Flat to rent1 bedroom • 54 m² without real estateGercenova, Petržalka - Dvory, Bratislavský Region",[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
Flat for sale5+1 • 135 m² without real estateFrankfurt am Main Bockenheim Hessen 60486,[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
"Plot for sale• 9744 m² without real estateK Berounce, Prague - Radotín",[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
"Plot for sale• 2745 m² without real estateNezdenice - Nezdenice, Zlínský Region",[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
"Flat to rent2+kk • 60 m² without real estateJanovského, Prague - Holešovice",[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
"Commercial property for sale• 360 m² without real estatePřátelství, Prague - Uhříněves",[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
"Flat for sale2+kk • 47 m² without real estateU Klavírky, Prague - Smíchov",[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
Flat for sale2 bedroom • 51 m² without real estateUlmerstrasse 266 Stuttgart Wangen Baden-Württemberg 70327,[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
"Flat for saleStudio • 53 m² without real estateSilurská, Prague - Hlubočepy",[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
"Garage to rent• 15 m²Poděbradská, Prague - Hloubětín",[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
House for sale• 238 m² without real estateDuisburg Laar Nordrhein-Westfalen 47119,[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
"Flat to rent3+1 • 78 m² without real estateKrajní, Blansko - Blansko, Jihomoravský Region",[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
"Flat to rent2 bedroom • 60 m² without real estateDůlce, Ústí nad Labem - Ústí nad Labem, Ústecký Region",[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
"Flat to rent2 bedroom • 42 m² without real estate, Bavaria",[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
"Flat for sale3+1 • 81 m² without real estate, Bavaria",[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
"Flat to rentStudio • 17 m² without real estateNa Zátorách, Prague - Holešovice",[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
"Flat to rent• 150 m² without real estatePopradská, Veľká Lomnica - Veľká Lomnica, Prešovský Region",[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
"Flat for sale3+1 • 83 m² without real estateHinter der Feldstraße 7, , Schleswig-Holstein",[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
"Flat to rent3+1 • 66 m² without real estate, Schleswig-Holstein",[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
House for sale5+1 • 172 m² without real estateBerlin Lichtenrade Berlin 12305,[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
"Flat to rent3+1 • 98 m² without real estateHarikseestraße 53, , North Rhine-Westphalia",[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
Flat for sale2 bedroom • 58 m² without real estateKöln Zollstock Nordrhein-Westfalen 50969,[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
House for sale3+1 • 75 m² without real estateFürth Fürth Bayern 90765,[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
House for sale• 450 m² without real estateDresden Plauen Sachsen 01189,[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
"House for sale3+1 • 161 m² without real estate5. května, Měšice - Měšice u Prahy, Středočeský Region",[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
"Plot for sale• 147 m² without real estateKoželužská, Znojmo - Znojmo-město, Jihomoravský Region",[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
"Flat to rent3+1 • 71 m² without real estateHochsitz 11, , Brandenburg",[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
"Flat to rent3+kk • 74 m²Ježkova, Prague - Žižkov",[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
Flat for sale5+1 • 106 m² without real estateHainstr. 22 Nürnberg St. Peter Bayern 90461,[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
"Flat to rent3+1 • 84 m² without real estate, North Rhine-Westphalia",[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
House for sale6+1 • 131 m² without real estateGoethestraße 37 Dessau-Roßlau Roßlau (Elbe) Sachsen-Anhalt 06862,[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
"Flat for sale3+1 • 81 m² without real estateHamburger Straße 112f, , Schleswig-Holstein",[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
"Flat for sale2+kk • 80 m² without real estateRokytnice nad Jizerou - Rokytno v Krkonoších, Liberecký Region",[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
"House to rent• 175 m² without real estateBahnhof Strasse 25, , Bavaria",[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
"Flat to rent2+kk • 60 m² without real estatePravá, Prague - Podolí",[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
"Plot for sale• 10876 m² without real estatePísek - Smrkovice, Jihočeský Region",[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
Flat for sale2 bedroom • 59 m² without real estateTogostraße 8 Berlin Wedding Berlin 13351,[],"{'Layout': '❌ No match', 'Floor': '❌ No match', 'Užitná plocha': '❌ No match', 'Condition': '❌ No match', 'Building construction': '❌ No match', 'EPC': '❌ No match', 'Location': '❌ No match', 'Price per unit': '❌ No match'}"
